"Qual.","Player","Team","POS","BA","OBP","SLG","OPS","GP","PA","AB","R","H","2B","3B","HR","RBI","HBP","BB","K","SB","CS"
0,"Eleni Spirakis","Stanford",NA,0.258,0.318,0.432,0.75,55,177,155,24,40,7,1,6,33,2,14,21,1,0
0,"Elisa Rosado","Mercer",NA,0.284,0.342,0.396,0.738,42,151,134,28,38,9,3,0,14,3,10,26,11,0
0,"Elison Ollinger","Belmont",NA,0.219,0.306,0.362,0.668,39,121,105,9,23,7,1,2,11,1,13,35,5,0
0,"Elissa Brown","Alabama",NA,0.386,0.407,0.392,0.8,61,169,158,41,61,1,0,0,12,0,7,8,24,6
0,"Elizabeth Jackson","Stetson",NA,0.352,0.449,0.407,0.855,31,116,91,16,32,3,1,0,7,6,10,4,19,7
0,"Elizabeth Mason","Florida State",NA,0.23,0.291,0.435,0.726,63,213,191,34,44,9,0,10,36,0,18,29,18,0
0,"Ellen Ebbers","Morgan State",NA,0.34,0.411,0.526,0.936,36,113,97,14,33,12,0,2,21,0,13,11,1,0
0,"Ellessa Bonstrom","Utah",NA,0.268,0.408,0.623,1.031,52,174,138,37,37,5,1,14,42,12,22,18,6,0
0,"Ellie Grill","Sam Houston State",NA,0.277,0.336,0.369,0.705,46,145,130,18,36,5,2,1,17,6,6,14,16,1
0,"Ellie Mataya","Boston College",NA,0.366,0.405,0.503,0.908,45,164,153,20,56,9,3,2,18,0,10,20,12,0
0,"Elyse Morris","St. John's",NA,0.203,0.365,0.288,0.653,28,75,59,12,12,2,0,1,4,11,4,9,5,0
0,"Emery Nielson","Utah Valley",NA,0.297,0.331,0.359,0.69,49,139,128,23,38,3,1,1,15,0,7,20,5,1
0,"Emily Bartlett","Furman",NA,0.28,0.387,0.439,0.826,46,155,132,25,37,9,0,4,12,9,14,26,1,0
0,"Emily Bracamonte","Central Michigan",NA,0.2,0.254,0.296,0.55,44,132,115,10,23,5,0,2,18,1,8,15,0,0
0,"Emily Brown","Georgia State",NA,0.335,0.377,0.433,0.81,46,176,164,27,55,4,3,2,15,1,10,27,7,0
0,"Emily Cimino","Lehigh",NA,0.342,0.387,0.57,0.957,34,127,114,25,39,10,2,4,32,0,9,17,1,0
0,"Emily Coltharp","Chattanooga",NA,0.319,0.398,0.354,0.752,38,136,113,21,36,4,0,0,4,2,13,20,5,1
0,"Emily Daniel","Dayton",NA,0.298,0.365,0.327,0.692,41,116,104,20,31,3,0,0,5,1,10,15,8,5
0,"Emily Evans","UT Arlington",NA,0.161,0.223,0.178,0.401,51,132,118,12,19,2,0,0,8,0,10,16,0,0
0,"Emily Gant","Boston University",NA,0.387,0.43,0.591,1.021,34,101,93,31,36,7,3,2,23,1,6,13,6,0
0,"Emily Hansen","Minnesota",NA,0.244,0.341,0.395,0.736,42,144,119,6,29,10,1,2,25,2,16,26,1,0
0,"Emily Harkleroad","Austin Peay",NA,0.304,0.357,0.431,0.789,35,114,102,16,31,6,2,1,12,3,6,8,8,0
0,"Emily Hott","Baylor",NA,0.312,0.428,0.48,0.908,47,153,125,35,39,9,0,4,18,6,20,24,3,2
0,"Emily Johansen","Portland State",NA,0.317,0.37,0.463,0.834,41,136,123,16,39,6,0,4,19,2,9,27,0,1
0,"Emily Klosterman","Omaha",NA,0.286,0.365,0.411,0.776,47,130,112,12,32,7,2,1,19,5,9,19,10,1
0,"Emily Lewandowski","St. Bonaventure",NA,0.279,0.347,0.353,0.7,23,76,68,9,19,2,0,1,6,0,7,17,1,0
0,"Emily Parrott","Appalachian State",NA,0.255,0.276,0.382,0.658,41,120,110,16,28,6,1,2,18,0,4,18,2,0
0,"Emily Phillips","James Madison",NA,0.264,0.308,0.417,0.724,36,80,72,12,19,2,0,3,21,0,5,11,3,0
0,"Emily Piergustavo","Connecticut",NA,0.173,0.239,0.198,0.436,33,88,81,2,14,2,0,0,3,1,6,15,0,1
0,"Emily Salazar","Long Beach State",NA,0.301,0.374,0.43,0.804,33,109,93,18,28,7,1,1,17,5,7,7,2,2
0,"Emily Schultz","Stanford",NA,0.295,0.349,0.424,0.773,53,150,132,15,39,5,3,2,26,1,12,21,1,0
0,"Emily Sweat","Liberty",NA,0.257,0.344,0.485,0.829,59,199,171,23,44,16,1,7,36,3,20,35,3,0
0,"Emily Telg","Sam Houston State",NA,0.216,0.322,0.392,0.714,39,120,102,21,22,1,1,5,8,5,11,24,4,0
0,"Emily Valtman","Drake",NA,0.319,0.396,0.504,0.9,49,164,141,23,45,12,1,4,38,2,18,28,0,0
0,"Emily Young","Stanford",NA,0.314,0.405,0.434,0.839,55,191,159,28,50,10,0,3,32,5,20,19,8,1
0,"Emma Armstrong","Hartford",NA,0.213,0.321,0.34,0.662,18,56,47,5,10,0,0,2,10,1,7,15,0,0
0,"Emma Bickford","Santa Clara",NA,0.329,0.389,0.506,0.895,28,90,79,6,26,6,1,2,19,3,6,11,4,1
0,"Emma Bordenkecher","Idaho State",NA,0.313,0.374,0.53,0.904,37,132,115,18,36,7,0,6,30,0,13,14,2,2
0,"Emma Brockmann","Northern Colorado",NA,0.257,0.36,0.554,0.915,30,87,74,13,19,4,0,6,16,2,10,12,1,1
0,"Emma Clark","Notre Dame",NA,0.404,0.434,0.444,0.878,47,161,151,34,61,2,2,0,17,1,7,16,25,6
0,"Emma Curry","Hartford",NA,0.308,0.449,0.538,0.987,17,49,39,5,12,3,0,2,5,6,4,14,0,0
0,"Emma Holland","Nicholls",NA,0.194,0.242,0.28,0.522,36,103,93,9,18,5,0,1,10,0,6,12,1,1
0,"Emma Kauf","Georgia Tech",NA,0.345,0.408,0.64,1.048,45,157,139,30,48,7,2,10,33,1,15,20,6,1
0,"Emma Latham","North Alabama",NA,0.141,0.218,0.192,0.411,30,90,78,8,11,1,0,1,8,0,8,22,2,0
0,"Emma McLaughlin","Siena",NA,0.279,0.305,0.342,0.647,34,118,111,8,31,4,0,1,25,0,5,16,0,0
0,"Emma Nedley","Penn",NA,0.333,0.405,0.667,1.072,10,37,33,6,11,2,0,3,7,1,3,3,5,0
0,"Emma Raabe","Missouri",NA,0.269,0.4,0.552,0.952,56,166,134,20,36,11,0,9,33,2,28,38,0,0
0,"Emma Callie Delafield","Northwestern State",NA,0.331,0.437,0.449,0.886,42,143,118,31,39,8,0,2,22,7,16,20,5,0
0,"Emme Martinez","Boston College",NA,0.21,0.314,0.235,0.549,44,138,119,4,25,3,0,0,10,0,18,5,0,0
0,"Emme Olson","Illinois State",NA,0.318,0.392,0.488,0.88,41,148,129,22,41,8,1,4,28,3,14,15,4,0
0,"Erica Barley","Bryant",NA,0.327,0.417,0.558,0.974,22,60,52,10,17,6,0,2,15,0,8,18,0,0
0,"Erica Robles","Rhode Island",NA,0.233,0.321,0.438,0.76,27,84,73,9,17,3,0,4,13,1,9,16,0,0
0,"Erika Bell","Robert Morris",NA,0.31,0.401,0.44,0.841,41,137,116,16,36,6,0,3,19,2,17,15,1,0
0,"Erika Cooper","Charleston Southern",NA,0.265,0.324,0.368,0.692,31,76,68,8,18,2,1,1,3,0,6,16,2,0
0,"Erika Coreth","Monmouth",NA,0.359,0.459,0.553,1.012,34,122,103,24,37,5,0,5,27,4,15,14,1,0
0,"Erin Bengston","Holy Cross",NA,0.299,0.389,0.468,0.856,28,91,77,5,23,7,0,2,18,1,11,12,0,0
0,"Erin Hufford","Canisius",NA,0.359,0.396,0.379,0.775,29,112,103,19,37,0,1,0,14,0,7,12,17,2
0,"Eryn Gould","Evansville",NA,0.418,0.566,0.762,1.329,44,166,122,38,51,7,1,11,32,8,35,25,11,5
0,"Eternal Fuller","North Carolina A&T",NA,0.213,0.33,0.227,0.556,34,92,75,14,16,1,0,0,4,2,11,13,10,1
0,"Evelyn Loyola","Bowling Green",NA,0.242,0.346,0.341,0.687,52,159,132,8,32,1,0,4,20,0,22,29,0,0
0,"Fa Leilua","Mississippi State",NA,0.343,0.482,0.728,1.21,60,220,169,41,58,5,0,20,48,1,47,24,4,1
0,"Faith Alexander","Kennesaw State",NA,0.246,0.288,0.323,0.611,54,140,130,20,32,4,3,0,13,0,8,18,13,0
0,"Faith Hegh","UAB",NA,0.319,0.373,0.464,0.836,48,153,138,30,44,12,1,2,20,5,8,9,6,1
0,"Faith Hensley","Ball State",NA,0.39,0.478,0.662,1.14,53,183,154,38,60,17,2,7,51,4,23,16,11,3
0,"Faith Hoe","Weber State",NA,0.347,0.438,0.548,0.987,42,146,124,36,43,5,4,4,22,9,12,17,1,0
0,"Faith Shirley","Georgia Southern",NA,0.304,0.347,0.594,0.941,41,147,138,22,42,13,0,9,25,2,7,20,0,0
0,"Faith Weber","George Washington",NA,0.345,0.417,0.691,1.107,48,157,139,29,48,7,1,13,44,4,13,27,5,0
0,"Faith Willis","Kansas City",NA,0.319,0.434,0.472,0.906,54,175,144,36,46,6,2,4,21,8,21,35,11,3
0,"Farley Callaghan","FGCU",NA,0.174,0.234,0.209,0.443,40,95,86,1,15,3,0,0,4,1,6,11,0,0
0,"Fayth Davis","Florida Atlantic",NA,0.178,0.257,0.278,0.535,37,103,90,10,16,4,1,1,9,2,8,32,0,0
0,"Fiona Girardot","Wisconsin",NA,0.324,0.462,0.533,0.995,38,133,105,20,34,12,2,2,16,5,22,22,3,4
0,"Frankie Hammoude","Oregon State",NA,0.36,0.456,0.765,1.221,46,160,136,24,49,4,0,17,41,3,21,26,0,0
0,"Frankie Tago","Idaho State",NA,0.311,0.455,0.509,0.965,39,135,106,12,33,7,1,4,21,4,24,3,0,0
0,"Gabbi Jenkins","Indiana",NA,0.34,0.398,0.556,0.953,44,164,144,31,49,18,2,3,24,4,11,16,24,8
0,"Gabbie Kowalik","Saint Louis",NA,0.395,0.475,0.798,1.273,39,139,119,35,47,10,4,10,36,4,15,18,10,2
0,"Gabby Buruato","Appalachian State",NA,0.326,0.331,0.426,0.757,46,143,141,22,46,8,3,0,17,0,1,22,5,1
0,"Gabby O'Riley","DePaul",NA,0.25,0.393,0.412,0.805,29,84,68,9,17,2,0,3,11,7,9,15,0,0
0,"Gabby Teran","Syracuse",NA,0.24,0.364,0.424,0.788,44,155,125,21,30,8,0,5,16,20,5,17,8,1
0,"Gabby Vaughan","Norfolk State",NA,0.324,0.387,0.556,0.942,39,120,108,17,35,6,2,5,23,1,10,14,2,0
0,"Gabriella Conca","St. John's",NA,0.213,0.29,0.377,0.667,27,69,61,11,13,1,0,3,9,0,7,17,0,0
0,"Gabriella Hessenthaler","UNC Wilmington",NA,0.266,0.329,0.305,0.633,38,140,128,28,34,0,1,1,6,1,11,20,14,2
0,"Gabriella Jimenez","Utah State",NA,0.301,0.353,0.545,0.898,44,156,143,28,43,3,1,10,27,1,11,32,0,0
0,"Gabriella Mazzotta","Manhattan",NA,0.252,0.308,0.308,0.616,36,119,107,17,27,3,0,1,7,0,9,10,11,1
0,"Gabrielle Callaway","Rutgers",NA,0.278,0.34,0.444,0.784,44,147,133,19,37,7,0,5,17,4,9,17,0,0
0,"Gabrielle Fonseca","Prairie View",NA,0.231,0.324,0.354,0.678,26,77,65,11,15,2,0,2,10,2,7,12,5,0
0,"Gaby Garcia","Stephen F. Austin",NA,0.4,0.45,0.645,1.095,47,171,155,35,62,14,0,8,40,6,9,15,2,1
0,"Georgia Clark","LSU",NA,0.252,0.358,0.477,0.834,56,181,151,15,38,4,0,10,37,2,24,20,0,0
0,"Gianna Boccagno","Boston College",NA,0.172,0.291,0.333,0.624,42,111,93,9,16,3,0,4,11,11,5,38,0,0
0,"Gianna Nicoletti","Grand Canyon",NA,0.361,0.45,0.419,0.869,49,180,155,38,56,5,2,0,9,3,22,14,28,3
0,"Gianna Randazza","Boston College",NA,0.234,0.294,0.299,0.593,35,86,77,3,18,2,0,1,5,2,5,13,0,1
0,"Gisele Tapia","Duke",NA,0.275,0.328,0.419,0.747,56,190,167,23,46,5,2,5,31,2,12,19,5,2
0,"Goose McGlaun","Baylor",NA,0.307,0.371,0.487,0.857,50,171,150,29,46,10,1,5,26,0,17,23,4,0
0,"Grace Cea","Youngstown State",NA,0.259,0.275,0.302,0.577,51,144,139,11,36,6,0,0,23,1,2,15,2,0
0,"Grace French","Bradley",NA,0.177,0.244,0.291,0.535,36,86,79,7,14,3,0,2,11,0,7,13,1,0
0,"Grace Gressly","Dayton",NA,0.184,0.323,0.224,0.546,40,95,76,2,14,0,0,1,6,0,16,13,1,0
0,"Grace Harvey","Lafayette",NA,0.259,0.295,0.379,0.674,22,62,58,5,15,4,0,1,6,0,3,5,0,0
0,"Grace Lyons","Oklahoma",NA,0.389,0.495,0.713,1.208,60,209,167,62,65,12,0,14,52,9,27,14,8,0
0,"Grace McGouldrick","Maine",NA,0.211,0.221,0.237,0.458,26,77,76,6,16,0,1,0,2,0,1,24,5,1
0,"Grace Messmer","Oregon State",NA,0.276,0.317,0.328,0.645,41,125,116,11,32,6,0,0,12,0,7,17,0,1
0,"Grace Perechinsky","St. Bonaventure",NA,0.205,0.293,0.438,0.731,27,82,73,6,15,2,0,5,17,0,9,21,0,0
0,"Grace Stansfield","Rider",NA,0.262,0.344,0.298,0.641,30,98,84,9,22,3,0,0,9,1,10,6,0,1
0,"Gracey Kruse","Chattanooga",NA,0.218,0.279,0.366,0.646,37,112,101,11,22,12,0,1,4,3,6,17,0,2
0,"Gracie Morton","Memphis",NA,0.274,0.333,0.418,0.751,50,169,146,19,40,8,2,3,18,0,15,29,10,0
0,"Gracyn Houmis","Towson",NA,0.205,0.229,0.256,0.485,31,83,78,8,16,4,0,0,13,1,2,8,2,1
0,"Grayson Radcliffe","Indiana",NA,0.288,0.388,0.504,0.892,44,154,125,20,36,6,3,5,25,6,17,20,14,1
0,"Greta L'Esperance","Bowling Green",NA,0.373,0.408,0.405,0.814,53,197,185,35,69,4,1,0,9,0,11,26,25,3
0,"Gretchen Bowie","St. John's",NA,0.34,0.382,0.612,0.993,31,111,103,21,35,9,2,5,13,1,6,10,13,2
0,"Haeli Bryson","Tennessee Tech",NA,0.23,0.292,0.317,0.609,47,156,139,12,32,6,0,2,13,1,12,12,0,0
0,"Haellie Gordon","George Mason",NA,0.288,0.338,0.394,0.732,28,71,66,4,19,4,0,1,7,0,5,8,2,0
0,"Hailee Jantorno","Marist",NA,0.262,0.354,0.262,0.616,23,54,42,8,11,0,0,0,6,0,6,10,4,1
0,"Hailey Arteaga","Seton Hall",NA,0.3,0.378,0.4,0.778,27,90,80,10,24,5,0,1,13,0,10,5,0,0
0,"Hailey Goins","Incarnate Word",NA,0.171,0.238,0.224,0.462,38,92,76,1,13,4,0,0,4,2,5,16,1,0
0,"Hailey Hoklotubbe","Rutgers",NA,0.208,0.25,0.264,0.514,34,78,72,9,15,1,0,1,2,2,2,13,3,1
0,"Hailey Jackson","Incarnate Word",NA,0.243,0.36,0.365,0.724,33,90,74,12,18,4,1,1,10,7,7,19,1,0
0,"Hailey MacKay","Texas State",NA,0.29,0.391,0.469,0.859,53,171,145,16,42,8,0,6,26,1,23,25,0,0
0,"Hailey Martin","Cal Poly",NA,0.394,0.471,0.596,1.067,35,122,104,6,41,13,1,2,20,2,14,13,1,0
0,"Hailey Pop","IUPUI",NA,0.181,0.342,0.287,0.629,39,122,94,14,17,4,0,2,10,0,23,25,1,0
0,"Hailey Tanori","New Mexico State",NA,0.318,0.345,0.41,0.755,54,204,195,39,62,10,4,0,17,0,8,28,17,5
0,"Haleigh Winter","Alabama A&M",NA,0.222,0.26,0.306,0.565,27,78,72,10,16,3,0,1,11,1,3,2,1,0
0,"Haley Bravo","Coppin State",NA,0.295,0.34,0.364,0.704,31,94,88,10,26,4,1,0,6,0,6,10,0,0
0,"Haley Burda","Nevada",NA,0.293,0.36,0.424,0.785,35,115,99,12,29,4,0,3,23,1,10,13,3,2
0,"Haley Cruse","Oregon",NA,0.389,0.452,0.611,1.063,56,209,185,45,72,16,2,7,27,2,20,16,21,4
0,"Haley Denning","Utah",NA,0.391,0.395,0.453,0.848,55,200,192,46,75,2,5,0,8,0,2,21,31,5
0,"Haley Dominique","Ball State",NA,0.368,0.432,0.468,0.9,55,193,171,24,63,8,0,3,35,3,17,11,3,0
0,"Haley Hanson","Sacramento State",NA,0.229,0.257,0.248,0.504,36,109,105,10,24,2,0,0,2,0,4,9,7,6
0,"Haley Hoogenraad","Michigan",NA,0.193,0.287,0.261,0.548,44,111,88,13,17,1,1,1,9,1,11,27,4,1
0,"Haley Lee","Texas A&M",NA,0.423,0.536,0.949,1.485,55,194,156,42,66,7,0,25,51,3,35,21,3,0
0,"Haley Mitchell","Eastern Illinois",NA,0.341,0.427,0.652,1.078,46,157,132,18,45,2,0,13,36,9,13,20,0,0
0,"Haley Morgan","Tulsa",NA,0.311,0.472,0.415,0.887,39,144,106,33,33,5,0,2,17,23,11,13,9,0
0,"Haley Morse","Texas A&M-Corpus Christi",NA,0.324,0.425,0.438,0.863,40,129,105,12,34,6,0,2,26,1,19,13,1,0
0,"Haley Strang","St. Bonaventure",NA,0.247,0.256,0.376,0.632,28,87,85,9,21,2,0,3,9,1,0,29,0,0
0,"Haley Taormina","George Mason",NA,0.267,0.353,0.427,0.78,30,85,75,12,20,2,2,2,10,2,8,31,2,1
0,"Haley Woolf","Evansville",NA,0.267,0.305,0.467,0.771,39,129,120,15,32,7,1,5,20,2,5,36,1,0
0,"Haley Wynn","Ball State",NA,0.353,0.432,0.51,0.942,50,177,153,42,54,11,2,3,26,6,16,21,4,5
0,"Halle Kisamore","Delaware",NA,0.235,0.326,0.42,0.746,31,96,81,17,19,9,0,2,15,4,8,7,7,0
0,"Halle Kyler","San Diego",NA,0.212,0.236,0.271,0.507,38,101,85,9,18,0,1,1,10,0,3,10,8,3
0,"Halle Morris","Utah",NA,0.25,0.353,0.397,0.749,47,137,116,12,29,5,0,4,24,4,15,31,0,0
0,"Hallie Hall","James Madison",NA,0.213,0.344,0.333,0.678,39,91,75,15,16,3,0,2,13,2,13,14,0,0
0,"Hanna Garber","Delaware",NA,0.384,0.475,0.596,1.071,33,119,99,28,38,5,5,2,23,2,16,13,12,1
0,"Hanna Krosky","Pacific",NA,0.157,0.181,0.257,0.438,27,77,70,5,11,4,0,1,5,0,2,15,0,0
0,"Hannah Adams","Florida",NA,0.356,0.457,0.571,1.027,56,220,177,52,63,8,0,10,38,12,25,17,9,0
0,"Hannah Borden","Southern Miss",NA,0.247,0.377,0.467,0.844,53,183,150,15,37,6,0,9,21,7,25,25,0,0
0,"Hannah Bunker","UMass",NA,0.337,0.44,0.449,0.89,33,110,89,17,30,3,2,1,21,2,16,7,1,0
0,"Hannah Carpenter","Lamar",NA,0.325,0.407,0.433,0.84,49,140,120,11,39,5,1,2,14,3,15,25,2,1
0,"Hannah Carson","Michigan",NA,0.296,0.324,0.423,0.747,45,151,142,16,42,10,1,2,19,2,4,9,2,0
0,"Hannah Chew","Saint Mary's (CA)",NA,0.265,0.396,0.325,0.721,32,101,83,6,22,2,0,1,11,3,15,8,0,0
0,"Hannah Cravens","Eastern Illinois",NA,0.283,0.393,0.551,0.945,46,151,127,27,36,11,1,7,35,0,23,22,1,0
0,"Hannah Crumlish","Delaware State",NA,0.225,0.231,0.258,0.489,31,96,89,3,20,3,0,0,9,0,1,14,2,0
0,"Hannah DeSousa","Rhode Island",NA,0.333,0.344,0.54,0.883,22,65,63,4,21,6,2,1,9,0,1,9,0,0
0,"Hannah Eslick","George Washington",NA,0.21,0.267,0.333,0.601,42,118,105,11,22,4,0,3,18,1,8,17,0,1
0,"Hannah Hood","Evansville",NA,0.19,0.269,0.238,0.507,43,122,105,16,20,5,0,0,12,2,10,22,12,0
0,"Hannah Kincer","UNC Greensboro",NA,0.234,0.388,0.57,0.958,40,136,107,20,25,6,0,10,24,2,25,27,0,1
0,"Hannah Lutz","Princeton",NA,0,0,0,0,3,8,8,NA,0,0,0,0,1,0,0,2,0,0
0,"Hannah McEwen","Arkansas",NA,0.318,0.476,0.512,0.988,44,168,129,41,41,10,0,5,16,4,35,14,1,0
0,"Hannah Scheaffer","Sam Houston State",NA,0.256,0.296,0.419,0.715,45,129,117,12,30,4,0,5,15,5,2,10,1,0
0,"Hannah Walker","Drexel",NA,0.278,0.365,0.444,0.81,36,105,90,13,25,6,0,3,24,2,11,12,1,0
0,"HannahJo Peterson","BYU",NA,0.296,0.373,0.568,0.941,53,187,162,40,48,10,2,10,41,9,12,34,8,1
0,"Harley Stokes","North Alabama",NA,0.25,0.358,0.57,0.928,38,121,100,24,25,3,1,9,25,2,16,30,3,1
0,"Hatti Moore","Missouri",NA,0.32,0.42,0.657,1.077,59,212,175,45,56,8,0,17,50,2,31,36,0,1
0,"Haylee Bobos","Morgan State",NA,0.286,0.426,0.5,0.926,39,123,98,15,28,9,0,4,21,1,23,11,0,0
0,"Haylee Brinlee","McNeese",NA,0.243,0.343,0.485,0.828,60,202,169,21,41,12,1,9,45,4,24,27,9,1
0,"Hayleigh Galvan","Fresno State",NA,0.3,0.404,0.425,0.829,45,152,120,15,36,6,0,3,25,8,15,29,0,0
0,"Hayleigh Weissenbach","Chattanooga",NA,0.32,0.405,0.515,0.92,38,123,103,19,33,7,2,3,23,2,14,3,2,0
0,"Hayley Barbazon","Northwestern State",NA,0.275,0.352,0.358,0.71,43,125,109,20,30,2,2,1,7,3,10,14,1,1
0,"Heather Haberman","Niagara",NA,0.371,0.415,0.567,0.982,30,109,97,12,36,7,0,4,22,0,8,13,1,0
0,"Heather Hill","Southern Miss",NA,0.222,0.278,0.333,0.612,47,159,144,12,32,7,0,3,13,1,11,23,1,0
0,"Heaven Burton","Texas Tech",NA,0.333,0.378,0.391,0.77,44,152,138,24,46,5,0,1,2,1,9,35,18,2
0,"Heidi Jaquez","Houston Christian",NA,0.362,0.456,0.491,0.947,39,142,116,28,42,9,0,2,15,3,17,15,1,1
0,"Hollis Wivell","Connecticut",NA,0.284,0.358,0.284,0.643,37,109,95,15,27,0,0,0,4,0,11,20,13,3
0,"Holly Blaska","Miami (OH)",NA,0.373,0.453,0.675,1.127,49,149,126,46,47,13,2,7,38,5,15,19,14,0
0,"Holly Bridgman","Drexel",NA,0.314,0.469,0.457,0.926,33,97,70,20,22,4,0,2,21,3,20,12,3,0
0,"Hunter Hand","Marist",NA,0.242,0.277,0.242,0.519,25,71,62,5,15,0,0,0,4,0,3,11,1,0
0,"Hunter Levesque","Pittsburgh",NA,0.256,0.347,0.465,0.812,46,152,129,23,33,9,3,4,19,4,14,33,2,2
0,"Huntyr Ava","BYU",NA,0.309,0.4,0.588,0.988,49,161,136,16,42,5,0,11,40,2,20,21,2,0
0,"Idalis Mendez","UTEP",NA,0.41,0.5,0.676,1.176,37,126,105,21,43,8,1,6,19,7,12,19,2,1
0,"Ilena Santos","UTEP",NA,0.293,0.416,0.402,0.818,37,103,82,12,24,6,0,1,9,5,13,32,1,0
0,"Imani Moore","Norfolk State",NA,0.32,0.393,0.39,0.783,30,112,100,25,32,3,2,0,7,0,12,16,15,1
0,"Imani Rochelle","Charlotte",NA,0.258,0.338,0.333,0.672,42,136,120,20,31,4,1,1,17,2,13,22,4,3
0,"India Wells","Grambling",NA,0.314,0.377,0.329,0.705,24,81,70,19,22,1,0,0,4,0,7,8,17,0
0,"Indya Smith","Saint Mary's (CA)",NA,0.33,0.378,0.44,0.819,37,121,109,16,36,9,0,1,12,1,8,19,1,2
0,"Irie Siofele","Cal State Fullerton",NA,0.336,0.468,0.467,0.935,50,155,122,23,41,10,0,2,17,5,26,16,3,0
0,"Isabel Cargill","Idaho State",NA,0.269,0.357,0.352,0.709,37,128,108,18,29,6,0,1,19,1,15,13,0,0
0,"Isabel Gusman","Jackson State",NA,0.302,0.378,0.448,0.826,33,111,96,20,29,6,1,2,18,5,8,22,1,0
0,"Isabella Leon","UC Davis",NA,0.35,0.415,0.504,0.92,34,130,117,20,41,12,0,2,15,1,12,11,8,2
0,"Isabelle DeChiaro","Siena",NA,0.396,0.508,0.573,1.081,34,120,96,18,38,8,0,3,23,2,21,9,2,0
0,"Isis Taylor","Jackson State",NA,0.207,0.298,0.326,0.624,33,104,92,9,19,6,1,1,15,0,12,17,0,0
0,"Ivory Jones","Tennessee State",NA,0.184,0.286,0.286,0.571,36,117,98,13,18,1,0,3,10,6,8,29,2,1
0,"Ivy Davis","Tennessee",NA,0.282,0.346,0.626,0.972,57,181,163,31,46,8,0,16,47,1,15,40,1,0
0,"Izzy Nieblas","Maine",NA,0.239,0.274,0.455,0.728,28,95,88,14,21,7,0,4,18,1,4,20,1,0
0,"Jackie McKenna","Mississippi State",NA,0.202,0.281,0.333,0.615,46,131,114,15,23,3,0,4,17,3,10,21,0,0
0,"Jackie Napoli","Cal Poly",NA,0.167,0.25,0.167,0.417,27,63,54,4,9,0,0,0,3,3,3,7,1,0
0,"Jada Cody","UCF",NA,0.324,0.412,0.5,0.912,61,216,182,44,59,11,0,7,28,5,23,11,9,1
0,"Jada Santiago","UNC Wilmington",NA,0.39,0.481,0.581,1.062,38,129,105,17,41,11,0,3,36,8,13,11,4,2
0,"Jada Terry","Jacksonville State",NA,0.342,0.374,0.627,1.001,48,172,158,26,54,10,1,11,43,0,10,15,4,1
0,"Jade Dixon","Norfolk State",NA,0.281,0.427,0.313,0.74,38,134,96,22,27,3,0,0,4,15,11,11,6,1
0,"Jade Gortarez","UL Lafayette",NA,0.284,0.345,0.475,0.82,59,205,183,35,52,11,0,8,37,1,17,16,15,3
0,"Jade King","Delaware State",NA,0.267,0.29,0.283,0.574,25,64,60,6,16,1,0,0,4,1,1,11,0,0
0,"Jade Sinness","Troy",NA,0.339,0.397,0.556,0.953,54,210,189,53,64,15,1,8,33,2,17,21,4,0
0,"Jadyn DeWitte","South Dakota",NA,0.252,0.308,0.402,0.71,42,118,107,11,27,5,1,3,21,4,5,24,1,0
0,"Jadyn Erickson","UT Arlington",NA,0.285,0.359,0.315,0.674,46,153,130,29,37,2,1,0,6,1,14,26,8,2
0,"Jaelyn Baker","Delaware State",NA,0.289,0.301,0.411,0.712,31,94,90,5,26,6,1,1,12,2,0,16,0,0
0,"Jaelyn Vickery","Illinois",NA,0.306,0.404,0.446,0.851,44,144,121,25,37,7,2,2,16,10,10,17,11,3
0,"Jaelynn Chesson","Lehigh",NA,0.38,0.456,0.75,1.206,34,125,108,24,41,16,0,8,50,2,14,12,0,0
0,"Jaida Speth","IUPUI",NA,0.272,0.287,0.312,0.599,44,129,125,11,34,5,0,0,8,0,3,17,2,0
0,"Jaiden Fields","Georgia",NA,0.315,0.348,0.546,0.894,43,115,108,18,34,2,1,7,22,3,3,15,0,0
0,"Jaiden Tweed","Presbyterian",NA,0.225,0.226,0.425,0.651,30,93,80,7,18,1,0,5,13,0,1,22,4,1
0,"Jaimie Hoover","Florida",NA,0.224,0.348,0.321,0.668,55,165,134,22,30,1,0,4,24,5,22,40,7,0
0,"Jaina Westphal","Valparaiso",NA,0.233,0.293,0.344,0.637,36,102,90,8,21,1,3,1,4,1,7,23,8,0
0,"Jamaica Flowers","Alabama State",NA,0.237,0.29,0.299,0.589,42,109,97,14,23,6,0,0,19,1,7,22,9,1
0,"Jameson Kavel","Duke",NA,0.32,0.395,0.461,0.856,56,202,178,41,57,13,0,4,33,1,21,19,20,2
0,"Jamie Squires","Oakland",NA,0.284,0.384,0.483,0.867,42,140,116,17,33,8,0,5,23,0,20,15,5,4
0,"Jamie White","Omaha",NA,0.269,0.361,0.415,0.777,48,156,130,17,35,4,0,5,25,7,14,16,0,1
0,"Jana Johns","Oklahoma",NA,0.29,0.451,0.621,1.072,56,163,124,48,36,5,0,12,40,18,19,23,7,1
0,"Janae Barracato","Seton Hall",NA,0.25,0.304,0.385,0.688,32,112,104,17,26,9,1,1,6,3,5,9,1,1
0,"Janae Hogg","Ball State",NA,0.311,0.424,0.504,0.928,52,166,135,19,42,8,0,6,31,5,23,13,0,0
