"Qual.","Player","Team","POS","BA","OBP","SLG","OPS","GP","PA","AB","R","H","2B","3B","HR","RBI","HBP","BB","K","SB","CS"
0,"Leila Hurst","Army",NA,0.224,0.281,0.293,0.574,26,64,58,4,13,2,1,0,3,3,2,6,0,0
0,"Lewa Day","Sacramento State",NA,0.315,0.441,0.739,1.18,42,137,111,30,35,5,0,14,33,3,22,27,5,1
0,"Lexi Burkhardt","Omaha",NA,0.293,0.364,0.455,0.82,47,145,123,14,36,6,1,4,17,0,15,11,1,1
0,"Lexi Cushing","Middle Tennessee",NA,0.255,0.335,0.443,0.778,48,171,149,14,38,10,0,6,31,0,19,17,0,0
0,"Lexi Jones","Murray State",NA,0.142,0.171,0.199,0.37,50,147,141,4,20,5,0,1,13,1,4,28,0,1
0,"Lexi King","SIUE",NA,0.299,0.321,0.449,0.77,39,138,127,17,38,7,3,2,25,0,5,10,3,3
0,"Lexi Orozco","Utah State",NA,0.261,0.344,0.53,0.874,44,151,134,21,35,6,0,10,27,0,17,32,0,1
0,"Lexi Osowski","Austin Peay",NA,0.425,0.472,0.622,1.094,40,142,127,35,54,10,0,5,26,4,9,5,2,0
0,"Lexi Palazzo","Presbyterian",NA,0.242,0.277,0.387,0.664,27,66,62,1,15,6,0,1,7,0,3,10,0,0
0,"Lexi Smalarz","Fort Wayne",NA,0.185,0.241,0.284,0.525,34,88,81,10,15,5,0,1,4,1,5,13,3,0
0,"Lexi Solorzano","Kennesaw State",NA,0.331,0.459,0.552,1.01,54,183,145,19,48,8,0,8,30,3,32,10,2,0
0,"Lexie Blair","Michigan",NA,0.394,0.444,0.619,1.064,46,172,155,42,61,15,1,6,25,3,12,7,12,1
0,"Lexie Harper","North Alabama",NA,0.263,0.36,0.263,0.622,36,117,99,14,26,0,0,0,4,5,10,13,17,1
0,"Lexie Siwek","Indiana State",NA,0.397,0.437,0.476,0.913,42,138,126,16,50,5,1,1,16,1,8,8,7,2
0,"Lia Lombardini","Kansas City",NA,0.299,0.42,0.481,0.9,55,193,154,32,46,11,1,5,40,6,29,35,6,1
0,"Libby Ryan","Drake",NA,0.368,0.49,0.576,1.066,43,156,125,35,46,11,0,5,20,4,26,25,11,1
0,"Lili Bowen","East Tennessee State",NA,0.216,0.262,0.402,0.664,32,103,97,7,21,3,0,5,16,3,3,16,0,0
0,"Lilia Crouthamel","Penn State",NA,0.152,0.175,0.192,0.367,38,105,99,8,15,1,0,1,10,0,3,27,9,0
0,"Lilly Bishop","Grand Canyon",NA,0.281,0.338,0.422,0.76,48,149,135,13,38,4,0,5,24,5,7,17,0,0
0,"Lily Amos","Cal Poly",NA,0.338,0.447,0.577,1.025,31,85,71,6,24,8,0,3,13,3,11,13,1,0
0,"Lily Fischer","Murray State",NA,0.268,0.351,0.431,0.782,50,176,153,24,41,11,1,4,17,14,6,24,1,1
0,"Lily Potter","Norfolk State",NA,0.235,0.34,0.284,0.624,30,96,81,17,19,4,0,0,7,3,10,5,7,2
0,"Lily Sencer","Hartford",NA,0.184,0.216,0.204,0.42,19,52,49,3,9,1,0,0,2,0,2,11,4,0
0,"Lily Wilmot","Miami (OH)",NA,0.276,0.394,0.514,0.908,47,127,105,22,29,7,0,6,29,3,18,27,1,0
0,"Linda Rush","Drexel",NA,0.479,0.592,0.957,1.549,40,152,117,51,56,9,1,15,51,4,30,18,5,0
0,"Lindsay Perillo","Western Carolina",NA,0.221,0.253,0.289,0.542,51,164,149,20,33,4,0,2,14,2,5,14,5,2
0,"Lindsay Renneisen","Evansville",NA,0.229,0.348,0.39,0.737,45,142,118,21,27,4,0,5,18,1,21,56,4,1
0,"Lindsey Baron","Monmouth",NA,0.289,0.369,0.465,0.834,34,130,114,31,33,8,0,4,20,4,11,10,5,0
0,"Lindsey Carroll","Murray State",NA,0.191,0.273,0.243,0.515,51,161,136,15,26,4,0,1,15,3,13,34,7,0
0,"Lindsey Culver","South Dakota State",NA,0.294,0.392,0.627,1.019,47,148,126,32,37,4,4,10,28,3,18,22,4,0
0,"Lindsey Garcia","Auburn",NA,0.236,0.303,0.349,0.652,45,121,106,16,25,3,0,3,15,3,8,18,5,0
0,"Lindsey Osmer","Stony Brook",NA,0.265,0.292,0.296,0.588,33,107,98,8,26,3,0,0,15,1,4,19,2,1
0,"Lindsey Rizzo","Southeastern Louisiana",NA,0.346,0.422,0.377,0.8,51,190,159,32,55,5,0,0,10,0,21,24,30,2
0,"Lindsey Stewart","Houston",NA,0.325,0.381,0.488,0.868,50,180,160,28,52,7,2,5,25,1,14,33,7,3
0,"Lindsey Walljasper","Charlotte",NA,0.24,0.333,0.38,0.713,47,150,129,15,31,7,1,3,18,6,13,11,1,1
0,"Lindsi Dennis","Canisius",NA,0.278,0.417,0.433,0.85,34,122,97,11,27,12,0,1,18,9,14,12,0,1
0,"Linnah Rebolledo","Utah Valley",NA,0.342,0.405,0.602,1.008,52,186,161,46,55,8,5,8,43,0,20,15,1,1
0,"Linnie Malkin","Arkansas",NA,0.265,0.352,0.612,0.964,54,193,170,30,45,5,0,18,45,5,18,38,0,0
0,"Lizzie Shubert","Stetson",NA,0.32,0.427,0.621,1.049,34,124,103,16,33,8,1,7,25,11,9,21,0,0
0,"Logan Bjorson","UNC Wilmington",NA,0.214,0.26,0.276,0.535,35,105,98,9,21,3,0,1,12,1,5,10,0,0
0,"Logan Braundmeier","Murray State",NA,0.277,0.344,0.428,0.772,51,183,166,32,46,5,1,6,22,2,15,18,19,0
0,"Logan Calhoun","Troy",NA,0.282,0.331,0.331,0.662,54,157,142,36,40,5,1,0,14,0,11,24,10,2
0,"Logan Jackson","North Florida",NA,0.227,0.277,0.319,0.596,44,131,119,8,27,5,0,2,13,2,7,9,2,1
0,"Logan Morris","NC State",NA,0.338,0.434,0.608,1.042,48,159,130,29,44,5,0,10,45,3,22,13,4,0
0,"Logan Newton","James Madison",NA,0.356,0.453,0.629,1.082,45,159,132,29,47,7,1,9,36,0,25,13,1,0
0,"Logan Schaben","Iowa State",NA,0.183,0.261,0.299,0.56,57,188,164,16,30,4,0,5,18,6,12,43,6,1
0,"Logyn Estes","East Carolina",NA,0.252,0.346,0.43,0.776,49,158,135,17,34,7,1,5,18,1,19,33,4,1
0,"LoLo Sanchez","Pittsburgh",NA,0.225,0.255,0.294,0.549,45,109,102,11,23,3,2,0,7,0,4,18,3,1
0,"Lou Allan","Michigan",NA,0.39,0.447,0.688,1.134,45,160,141,21,55,9,0,11,45,3,13,14,0,0
0,"Lou Gilbert","Baylor",NA,0.325,0.414,0.536,0.95,50,178,151,35,49,13,2,5,20,2,21,18,18,2
0,"Lucy Mead","Bradley",NA,0.294,0.333,0.376,0.709,41,117,109,26,32,1,1,2,9,2,5,32,13,0
0,"Lynnsie Elam","Oklahoma",NA,0.346,0.399,0.677,1.076,55,144,127,39,44,4,1,12,45,5,8,11,2,0
0,"Lynsey Meeks","James Madison",NA,0.283,0.473,0.462,0.935,45,150,106,24,30,2,1,5,28,0,40,19,3,0
0,"Lynsey Tucker","Omaha",NA,0.293,0.358,0.309,0.667,48,138,123,23,36,2,0,0,7,0,13,17,9,3
0,"Macey Moore","Toledo",NA,0.268,0.298,0.375,0.673,40,125,112,18,30,3,0,3,25,0,6,16,3,1
0,"Maci Fines","UC Santa Barbara",NA,0.312,0.339,0.358,0.697,36,118,109,13,34,3,1,0,16,1,5,11,3,1
0,"Mack Leonard","Illinois State",NA,0.425,0.532,0.756,1.288,41,156,127,36,54,8,2,10,38,3,26,15,3,0
0,"Mackense Greico","Furman",NA,0.362,0.436,0.662,1.098,47,149,130,14,47,12,0,9,36,0,18,32,0,1
0,"Mackenzie Bennett","Stephen F. Austin",NA,0.358,0.444,0.532,0.977,43,128,109,8,39,10,0,3,25,9,8,12,0,1
0,"Mackenzie Beyer","Coastal Carolina",NA,0.32,0.44,0.689,1.129,41,127,103,21,33,5,0,11,29,5,17,23,1,0
0,"Mackenzie Boesel","South Carolina",NA,0.416,0.531,0.636,1.168,52,194,154,47,64,16,0,6,37,3,35,15,8,0
0,"Mackenzie Brasher","South Alabama",NA,0.357,0.392,0.379,0.77,51,154,140,27,50,3,0,0,4,2,6,20,8,2
0,"Mackenzie Donihoo","Oklahoma",NA,0.438,0.527,0.762,1.289,52,129,105,43,46,7,0,9,45,2,20,23,7,0
0,"Mackenzie Griman","Butler",NA,0.235,0.29,0.322,0.612,39,124,115,9,27,4,0,2,11,4,5,30,4,0
0,"Mackenzie Lawter","Virginia Tech",NA,0.195,0.391,0.356,0.748,43,116,87,23,17,5,0,3,11,4,24,18,1,0
0,"Mackenzie Meyer","Princeton",NA,0.222,0.222,0.333,0.556,3,10,9,1,2,1,0,0,1,0,0,0,0,0
0,"Mackenzie Moore","Miami (OH)",NA,0.339,0.415,0.558,0.972,56,189,165,35,56,15,3,5,44,3,19,18,7,0
0,"MacKenzie Peterson","Tarleton State",NA,0.202,0.331,0.367,0.698,47,133,109,14,22,3,0,5,19,5,16,25,0,0
0,"Mackenzie Swinehart","Western Michigan",NA,0.393,0.466,0.607,1.073,52,199,168,44,66,9,0,9,20,9,15,17,1,3
0,"Macy Johnson","Drake",NA,0.444,0.497,0.582,1.079,46,171,153,42,68,10,4,1,16,1,15,12,29,6
0,"Macy McCall","Winthrop",NA,0.362,0.486,0.47,0.956,50,185,149,43,54,5,1,3,17,4,32,24,46,4
0,"Macy Omli","Kansas",NA,0.265,0.346,0.327,0.674,47,136,113,13,30,5,1,0,11,2,12,20,2,0
0,"Maddi Hackbarth","Arizona State",NA,0.387,0.472,0.92,1.392,48,164,137,34,53,13,0,20,58,1,23,24,1,0
0,"Maddi Long","UT Martin",NA,0.294,0.318,0.451,0.769,40,110,102,10,30,7,0,3,17,0,4,12,0,0
0,"Maddi Lusk","Youngstown State",NA,0.274,0.344,0.39,0.735,51,188,164,37,45,4,0,5,23,5,13,11,5,0
0,"Maddie Amos","Cal Poly",NA,0.325,0.349,0.533,0.883,35,127,120,24,39,8,1,5,23,0,5,18,0,0
0,"Maddie Boldt","Incarnate Word",NA,0.265,0.343,0.504,0.848,40,134,117,21,31,7,0,7,18,1,14,34,1,1
0,"Maddie Bowlds","Western Kentucky",NA,0.287,0.324,0.353,0.677,45,150,136,16,39,9,0,0,10,1,7,15,4,1
0,"Maddie Daigneau","UMBC",NA,0.353,0.355,0.462,0.818,35,122,119,32,42,5,4,0,6,0,1,5,18,3
0,"Maddie Moore","Butler",NA,0.193,0.25,0.217,0.467,30,95,83,9,16,2,0,0,11,5,2,8,5,0
0,"Maddie Morgan","Alabama",NA,0.254,0.329,0.321,0.65,56,156,134,6,34,6,0,1,23,3,13,13,1,0
0,"Maddie Schmidt","UNLV",NA,0.346,0.41,0.392,0.802,40,145,130,36,45,2,2,0,6,0,14,19,16,1
0,"Maddie Spinks","Illinois-Chicago",NA,0.209,0.316,0.243,0.559,49,134,115,13,24,2,1,0,15,7,11,25,1,1
0,"Maddy Little","LaSalle",NA,0.23,0.28,0.241,0.521,30,93,87,6,20,1,0,0,2,0,6,22,2,0
0,"Maddy Newman","Louisville",NA,0.232,0.28,0.254,0.534,48,150,138,22,32,3,0,0,9,1,9,24,2,0
0,"Maddy Vermejan","Southern Illinois",NA,0.304,0.539,0.489,1.028,53,207,135,53,41,5,1,6,28,30,40,37,27,5
0,"Madeline Domingo","Pacific",NA,0.308,0.333,0.338,0.672,24,70,65,4,20,2,0,0,5,0,3,5,0,0
0,"Madeline Swart","Fort Wayne",NA,0.344,0.391,0.533,0.924,38,135,122,28,42,9,1,4,20,1,9,20,3,0
0,"Madeline Vejvoda","Creighton",NA,0.242,0.346,0.394,0.74,27,82,66,13,16,4,0,2,9,0,11,10,0,0
0,"Madi Gilmore","Army",NA,0.224,0.28,0.25,0.53,27,82,76,5,17,2,0,0,5,1,5,10,0,2
0,"Madi McCoy","Bowling Green",NA,0.38,0.423,0.696,1.119,50,175,158,30,60,15,1,11,43,0,14,17,2,1
0,"Madi Moore","North Dakota",NA,0.26,0.319,0.382,0.701,43,136,123,14,32,9,0,2,5,0,11,44,9,1
0,"Madi Mulder","Northern Kentucky",NA,0.287,0.325,0.389,0.713,38,122,108,11,31,5,3,0,13,2,4,27,1,0
0,"Madie Aughinbaugh","Fordham",NA,0.313,0.4,0.492,0.892,40,151,128,31,40,7,2,4,26,2,18,10,14,0
0,"Madisen Blackford","Southeastern Louisiana",NA,0.259,0.392,0.31,0.702,43,146,116,21,30,3,0,1,21,6,20,22,7,3
0,"Madison Blair","Longwood",NA,0.243,0.37,0.306,0.677,46,137,111,6,27,4,0,1,11,6,17,27,0,1
0,"Madison Canady","Radford",NA,0.281,0.358,0.451,0.809,49,174,153,25,43,11,0,5,36,1,18,19,5,0
0,"Madison Cathcart","Seattle",NA,0.261,0.428,0.449,0.877,50,180,138,19,36,8,0,6,26,8,33,21,0,0
0,"Madison Ebeling","Loyola Chicago",NA,0.302,0.426,0.422,0.848,42,145,116,27,35,3,1,3,13,4,21,22,19,5
0,"Madison Emerson","Fairleigh Dickinson",NA,0.388,0.447,0.66,1.108,32,115,103,23,40,10,0,6,26,1,10,5,2,1
0,"Madison Fife","Saint Joseph's",NA,0.27,0.378,0.48,0.858,40,119,100,12,27,4,1,5,20,2,16,17,0,0
0,"Madison Hamilton","Princeton",NA,0.125,0.125,0.25,0.375,3,10,8,1,1,1,0,0,1,0,0,0,0,0
0,"Madison Hirsch","Kansas",NA,0.232,0.342,0.376,0.718,44,147,125,23,29,3,0,5,17,4,17,26,5,0
0,"Madison Hunsaker","Missouri State",NA,0.263,0.363,0.412,0.775,42,139,114,17,30,6,1,3,21,3,16,25,1,0
0,"Madison Jones","Oakland",NA,0.417,0.481,0.736,1.218,43,162,144,54,60,13,6,7,24,7,11,9,15,1
0,"Madison Kahwaty","Pacific",NA,0.31,0.406,0.379,0.785,29,102,87,20,27,1,1,1,11,10,4,6,12,1
0,"Madison Koger","Charleston Southern",NA,0.259,0.359,0.353,0.712,31,104,85,8,22,2,0,2,9,0,15,11,1,0
0,"Madison Lanoux","USC Upstate",NA,0.257,0.323,0.343,0.665,46,161,140,24,36,7,1,1,19,1,13,15,7,0
0,"Madison Miller","UT Arlington",NA,0.228,0.304,0.356,0.66,42,116,101,12,23,1,0,4,19,4,7,27,0,0
0,"Madison Naujokas","James Madison",NA,0.308,0.395,0.492,0.887,45,156,130,33,40,8,2,4,28,5,15,13,26,1
0,"Madison Parks","Northern Iowa",NA,0.29,0.458,0.44,0.898,43,131,100,33,29,9,0,2,15,1,30,23,1,0
0,"Madison Pederson","North Dakota",NA,0.243,0.288,0.338,0.626,46,147,136,5,33,7,0,2,17,1,8,32,0,0
0,"Madison Perrigan","Wichita State",NA,0.297,0.386,0.75,1.136,55,202,172,46,51,9,3,21,57,2,25,28,1,0
0,"Madison Petrella","Albany",NA,0.32,0.396,0.578,0.974,41,144,128,27,41,9,0,8,39,2,14,21,1,0
0,"Madison Riggle","Robert Morris",NA,0.238,0.331,0.475,0.806,40,139,122,17,29,6,1,7,21,4,13,29,0,0
0,"Madison Robicheau","Fairfield",NA,0.286,0.369,0.306,0.675,35,118,98,20,28,2,0,0,9,3,10,12,6,0
0,"Madison Stewart","St. Bonaventure",NA,0.161,0.246,0.258,0.504,24,71,62,4,10,3,0,1,2,0,7,23,0,0
0,"Madison Via","Liberty",NA,0.257,0.359,0.382,0.741,57,173,144,30,37,8,2,2,21,4,19,24,6,2
0,"Madison Washington","UTSA",NA,0.24,0.363,0.479,0.842,42,146,121,15,29,2,0,9,27,1,23,41,0,0
0,"Madison Webber","Tennessee",NA,0.273,0.369,0.345,0.715,51,131,110,14,30,8,0,0,18,1,17,8,4,0
0,"Madison Whitaker","Marshall",NA,0.176,0.263,0.314,0.577,26,57,51,6,9,4,0,1,6,2,4,6,0,0
0,"Madisyn Kennedy","Mississippi State",NA,0.206,0.297,0.382,0.679,52,152,131,15,27,5,0,6,24,7,10,27,0,0
0,"Mady Young","Northern Colorado",NA,0.367,0.417,0.675,1.092,39,136,120,32,44,13,3,6,28,2,9,5,6,2
0,"Madyson Camacho","North Dakota State",NA,0.333,0.372,0.38,0.752,40,140,129,20,43,1,1,1,7,0,8,12,8,2
0,"Madyson Watson","Winthrop",NA,0.266,0.354,0.446,0.8,49,161,139,17,37,4,0,7,21,10,10,20,0,0
0,"Maegan Garrison","North Carolina Central",NA,0.157,0.202,0.253,0.455,35,92,83,6,13,3,1,1,6,1,4,28,1,1
0,"Maeve Nelson","Northwestern",NA,0.262,0.325,0.482,0.807,46,160,141,21,37,10,3,5,27,2,12,35,2,0
0,"Maggie Finnegan","Penn State",NA,0.18,0.223,0.202,0.426,35,97,89,7,16,2,0,0,5,2,3,18,5,0
0,"Maggie Kane","Mount St. Mary's",NA,0.212,0.305,0.26,0.565,39,122,104,13,22,3,1,0,10,8,6,20,1,1
0,"Maggie Vesneske","Niagara",NA,0.35,0.417,0.43,0.847,30,118,100,25,35,3,1,1,20,0,13,8,9,0
0,"Maica Ingles","Illinois-Chicago",NA,0.242,0.359,0.288,0.647,52,161,132,31,32,2,2,0,18,4,20,15,7,3
0,"Maicey Bedrick","IUPUI",NA,0.188,0.207,0.339,0.546,37,119,112,20,21,8,0,3,14,1,2,27,5,1
0,"Maighread Scafariello","Sacred Heart",NA,0.225,0.33,0.275,0.605,34,95,80,5,18,1,0,1,8,2,11,25,1,1
0,"Mailee Newman","Idaho State",NA,0.333,0.407,0.41,0.817,30,91,78,10,26,3,0,1,9,7,4,7,0,0
0,"Makall Whetten","Southern Utah",NA,0.262,0.425,0.546,0.972,50,182,141,36,37,10,0,10,27,20,20,50,5,0
0,"Makayla Alvarez","Binghamton",NA,0.35,0.403,0.6,1.003,21,67,60,14,21,6,0,3,11,1,5,13,4,1
0,"Makayla Hurst","Louisville",NA,0.292,0.331,0.546,0.877,43,139,130,10,38,6,0,9,25,0,8,23,0,0
0,"Makayla Jordan","California Baptist",NA,0.25,0.357,0.361,0.718,52,172,144,24,36,10,0,2,23,3,21,47,0,0
0,"Makena Smith","California",NA,0.327,0.409,0.573,0.982,37,129,110,22,36,3,0,8,23,1,15,11,1,1
0,"Makenna Dowell","Auburn",NA,0.292,0.381,0.354,0.735,51,170,144,10,42,3,0,2,19,2,20,12,7,1
0,"MaKenna Harper","Arizona State",NA,0.342,0.444,0.625,1.069,48,145,120,31,41,4,0,10,34,3,20,24,0,0
0,"Makenna Matthijs","UNC Greensboro",NA,0.353,0.418,0.659,1.077,51,196,173,44,61,12,1,13,43,0,21,16,1,0
0,"MaKenna Partain","Minnesota",NA,0.322,0.443,0.566,1.01,44,176,143,35,46,5,3,8,21,7,25,16,0,0
0,"Makenzie Buss","Jacksonville",NA,0.24,0.342,0.38,0.722,47,152,129,23,31,9,0,3,13,10,10,38,5,2
0,"Makenzie Macfarlane","Utah State",NA,0.214,0.298,0.291,0.588,40,132,117,5,25,3,0,2,11,1,13,10,0,0
0,"Malea Dickerson","Alcorn State",NA,0.243,0.361,0.3,0.661,27,91,70,6,17,4,0,0,0,2,11,12,0,0
0,"Malea Rodriguez","Texas Southern",NA,0.25,0.327,0.323,0.65,37,116,96,6,24,3,2,0,0,0,12,10,1,1
0,"Malia Martinez","Arizona",NA,0.307,0.361,0.582,0.943,55,170,153,28,47,6,0,12,39,2,12,32,0,0
0,"Mallory Peyton","Kentucky",NA,0.302,0.376,0.644,1.02,50,174,149,27,45,15,0,12,50,9,11,28,3,0
0,"Mara Sczecienski","Hartford",NA,0.204,0.241,0.286,0.526,18,55,49,8,10,1,0,1,6,1,2,15,0,1
0,"Maranda Gutierrez","DePaul",NA,0.255,0.373,0.387,0.76,36,129,106,20,27,3,1,3,15,8,12,22,3,2
0,"Maranda Jimenez","Albany",NA,0.32,0.369,0.505,0.874,34,111,103,13,33,4,0,5,20,2,6,12,1,0
0,"Maria Moccio","UMass Lowell",NA,0.202,0.272,0.277,0.548,31,103,94,6,19,1,0,2,10,0,9,16,0,0
0,"Mariah Godde","Mount St. Mary's",NA,0.255,0.318,0.327,0.644,38,115,98,15,25,2,1,1,9,2,7,19,5,0
0,"Mariah Mazon","Oregon State",NA,0.288,0.358,0.452,0.81,46,163,146,26,42,7,1,5,23,3,13,27,0,0
0,"Mariah Pearson","Maine",NA,0.179,0.236,0.328,0.564,27,72,67,6,12,4,0,2,8,1,4,19,0,0
0,"Mariah Rodriguez","Ohio State",NA,0.358,0.377,0.5,0.877,43,145,134,22,48,6,2,3,11,0,4,8,6,1
0,"Marika Deemer","Manhattan",NA,0.283,0.323,0.337,0.66,32,99,92,4,26,2,0,1,15,1,5,13,0,0
0,"Marina Sylvestri","Boston University",NA,0.317,0.463,0.397,0.86,38,86,63,6,20,5,0,0,15,6,12,4,2,0
0,"Maris Boelens","Southern Illinois",NA,0.301,0.357,0.333,0.69,51,179,156,25,47,3,1,0,12,4,10,20,5,0
0,"Marisa Arriaga","Stephen F. Austin",NA,0.282,0.315,0.33,0.645,38,111,103,11,29,5,0,0,15,1,4,16,2,1
0,"Marisa Mauroshadt","Tennessee State",NA,0.171,0.194,0.219,0.413,38,110,105,6,18,3,1,0,6,1,2,26,1,0
0,"Marisa Soterakis","USC Upstate",NA,0.292,0.46,0.349,0.809,46,142,106,20,31,6,0,0,15,18,15,17,14,1
0,"Marissa Braito","Binghamton",NA,0.291,0.365,0.364,0.729,20,65,55,7,16,0,2,0,3,0,7,8,5,1
0,"Marissa Bruno","Portland State",NA,0.396,0.432,0.537,0.969,41,162,149,24,59,4,4,3,24,1,10,10,19,2
0,"Marissa Burk","UC Riverside",NA,0.271,0.333,0.406,0.74,33,111,96,12,26,4,0,3,10,3,6,13,1,1
0,"Marissa Guimbarda","Clemson",NA,0.309,0.411,0.669,1.08,48,163,136,21,42,10,0,13,42,5,20,28,0,0
0,"Marissa Jauregui","UC Davis",NA,0.254,0.327,0.336,0.662,43,151,134,17,34,7,2,0,11,1,14,10,4,1
0,"Marissa Rizzi","St. John's",NA,0.402,0.5,0.707,1.207,30,102,82,29,33,12,2,3,14,8,10,9,13,1
0,"Maritza Diaz","Siena",NA,0.363,0.414,0.418,0.832,32,99,91,10,33,2,0,1,14,0,8,6,1,0
0,"Mariyah Sandoval","Southern",NA,0.337,0.461,0.442,0.903,37,116,86,12,29,6,0,1,22,7,17,13,1,2
0,"Martha Epenesa","BYU",NA,0.316,0.443,0.553,0.995,47,143,114,19,36,6,0,7,29,6,20,16,3,0
0,"Mary Iakopo","Texas",NA,0.322,0.403,0.685,1.088,56,178,149,34,48,6,0,16,45,6,17,22,2,0
0,"Mary Kate Brown","Central Arkansas",NA,0.386,0.444,0.554,0.998,56,191,166,36,64,15,2,3,34,0,19,32,14,1
0,"Mary Pierce Barnes","Appalachian State",NA,0.263,0.322,0.338,0.66,46,148,133,20,35,7,0,1,15,0,12,11,2,0
0,"Mason Basdikis","Longwood",NA,0.227,0.313,0.262,0.575,53,166,141,25,32,5,0,0,20,3,16,34,29,0
0,"Matalasi Faapito","New Mexico State",NA,0.399,0.477,0.786,1.263,55,199,168,31,67,14,0,17,37,1,27,21,2,1
0,"Maya Brady","UCLA",NA,0.333,0.435,0.696,1.131,49,161,135,32,45,7,0,14,38,6,19,33,6,1
0,"Maya Martinez","New Mexico State",NA,0.266,0.358,0.59,0.948,48,159,139,26,37,12,0,11,34,5,15,42,0,0
0,"Maya Nakamura","Hawaii",NA,0.299,0.386,0.448,0.834,31,101,87,15,26,7,0,2,16,2,11,14,4,2
0,"Maycin Brown","UNC Greensboro",NA,0.352,0.435,0.722,1.158,40,126,108,32,38,10,0,10,31,2,14,21,0,0
0,"Maygen McGrath","Montana",NA,0.41,0.47,0.727,1.197,49,185,161,42,66,12,0,13,44,6,15,10,0,1
0,"Mazie Macfarlane","Utah State",NA,0.23,0.347,0.287,0.634,43,144,122,15,28,7,0,0,4,5,17,19,0,2
0,"McKenna Batterton","FGCU",NA,0.324,0.416,0.407,0.823,37,125,108,16,35,3,3,0,11,7,10,9,2,0
0,"McKenna Tjaden","Montana",NA,0.268,0.318,0.407,0.725,42,132,123,8,33,5,0,4,22,0,9,22,0,1
0,"McKenzie Parker","Texas",NA,0.367,0.486,0.642,1.128,50,149,120,42,44,9,0,8,25,1,27,25,8,0
0,"Meg Dugas","Central Connecticut",NA,0.227,0.284,0.392,0.676,35,110,97,13,22,4,0,4,16,1,8,29,0,0
0,"Meg Gorman","Central Connecticut",NA,0.165,0.274,0.253,0.526,36,108,91,10,15,5,0,1,9,4,10,34,2,1
0,"Meggie Otte","Ohio State",NA,0.25,0.289,0.379,0.667,43,150,140,19,35,6,0,4,28,1,7,26,5,3
0,"Megan Burton","Eastern Illinois",NA,0.32,0.369,0.745,1.114,46,169,153,45,49,8,0,19,47,2,11,16,17,3
0,"Megan Dedrick","Loyola Marymount",NA,0.252,0.376,0.369,0.745,41,133,111,14,28,5,1,2,15,3,19,19,5,1
0,"Megan Delgadillo","Cal State Fullerton",NA,0.34,0.409,0.4,0.809,47,171,150,41,51,5,2,0,14,4,15,21,31,6
0,"Megan Donahue","Wisconsin",NA,0.287,0.352,0.496,0.847,40,133,115,13,33,4,1,6,25,3,9,27,1,1
0,"Megan Forbes","Fairfield",NA,0.348,0.385,0.496,0.881,35,123,115,24,40,10,2,1,16,1,6,25,5,2
0,"Megan Fortner","Jacksonville State",NA,0.225,0.293,0.397,0.691,49,168,151,21,34,5,0,7,16,3,12,14,1,0
0,"Megan Grant","Elon",NA,0.323,0.468,0.396,0.864,39,124,96,26,31,2,1,1,16,6,21,15,0,0
0,"Megan McDonald","Sam Houston State",NA,0.278,0.331,0.304,0.635,50,175,158,21,44,2,1,0,14,1,13,12,5,1
0,"Megan Pierro","USF",NA,0.25,0.41,0.326,0.736,44,126,92,15,23,2,1,1,15,3,24,16,18,1
0,"Megan Trivelpiece","Drexel",NA,0.291,0.416,0.379,0.795,40,125,103,10,30,6,0,1,22,0,22,7,1,0
0,"Megan Turner","Kent State",NA,0.336,0.404,0.565,0.969,42,146,131,17,44,6,0,8,41,2,13,30,0,1
0,"Meghan Dempsey","UMBC",NA,0.25,0.358,0.294,0.652,33,81,68,9,17,1,1,0,5,0,12,17,1,0
0,"Meghan Giordano","Hofstra",NA,0.267,0.402,0.456,0.857,32,113,90,14,24,5,0,4,24,2,19,9,3,1
0,"Meghan Gormley","Brown",NA,0,0.333,0,0.333,2,6,4,0,0,0,0,0,0,1,1,0,0,0
0,"Meghan Graham","George Mason",NA,0.267,0.36,0.333,0.694,31,90,75,10,20,3,1,0,7,1,10,26,4,1
0,"Meikel Turner","Morgan State",NA,0.261,0.289,0.326,0.615,36,101,92,14,24,4,1,0,12,0,4,11,5,0
0,"Mekhi Mayfield","Samford",NA,0.216,0.255,0.351,0.605,41,102,97,12,21,1,0,4,12,0,5,23,1,0
0,"Mekhia Freeman","Georgia Southern",NA,0.301,0.349,0.382,0.732,43,151,136,24,41,4,2,1,20,2,8,16,3,0
0,"Melise Gossen","Nicholls",NA,0.233,0.274,0.353,0.628,40,125,116,8,27,5,0,3,16,2,5,9,1,0
0,"Melissa Fedorka","Lehigh",NA,0.167,0.247,0.167,0.413,29,78,66,4,11,0,0,0,7,1,6,9,0,0
0,"Melissa Mayeux","UL Lafayette",NA,0.234,0.325,0.43,0.755,45,129,107,22,25,3,3,4,26,3,13,10,7,4
0,"Melissa Rahrich","Stony Brook",NA,0.389,0.506,0.635,1.141,43,158,126,25,49,10,0,7,32,13,18,4,1,0
0,"Melkayla Irvis","Florida A&M",NA,0.256,0.337,0.385,0.722,27,89,78,16,20,6,2,0,7,3,7,15,9,2
0,"Meredith Ferguson","Gardner-Webb",NA,0.167,0.277,0.25,0.527,29,83,72,2,12,0,0,2,6,1,10,13,0,0
